SampleID,Transect,Site,extracted,ExposureLength,TrapID,P_summary,Host,Parasitoid,Core,ReplacemeSequencet,BothAvailable
10719,Paluma,P880,yes,10.2,B9,NA,NA,NA,NA,Extra,NA
10720,Paluma,P880,yes,10.2,B9,NA,NA,NA,NA,Extra,NA
10721,Paluma,P880,yes,10.2,B9,NA,NA,NA,NA,Screen,NA
10722,Paluma,P070,yes,10.1,B13,NA,NA,NA,NA,Sequence,NA
10723,Paluma,P070,yes,10.1,B13,NA,NA,NA,NA,Screen,NA
10724,Paluma,P070,yes,10.1,B13,NA,NA,NA,NA,Screen,NA
10725,Paluma,P070,yes,10.1,B13,NA,NA,NA,NA,Screen,NA
10726,Paluma,P070,yes,10.1,B13,NA,NA,NA,NA,Sequence,NA
10696,Paluma,P880,yes,20,B8,y,rubida,"HYM_our064,Figitidae,Leptolamina,(lamina),L160",NA,Screen,yes
3428,Kirrama,K070,yes,10.2,B7,NA,pseudoananassae,NA,yes,Extra,NA
10729,Paluma,P070,yes,10.1,B13,y,pseudoananassae,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Sequence,yes
7902,Paluma,P880,yes,10.1,B9,NA,pallidifrons,NA,yes,Screen,NA
10731,Paluma,P070,yes,10.1,B5,y,pseudoananassae,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Sequence,yes
10732,Paluma,P070,yes,10.1,B5,NA,NA,NA,NA,Screen,NA
3429,Kirrama,K070,yes,10.2,B7,NA,pseudoananassae,NA,yes,Extra,NA
10734,Paluma,P070,yes,10.1,B5,y,pseudoananassae,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Sequence,yes
2662,Paluma,P880,yes,10.1,B15,y,rubida,"HYM_our064,Figitidae,Leptolamina,(lamina),L160",yes,Extra,yes
10736,Paluma,P070,yes,10.1,B5,y,pseudoananassae,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Screen,yes
6034,Kirrama,K070,yes,10.2,B7,NA,NA,NA,yes,Extra,NA
10738,Kirrama,K070,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
10739,Kirrama,K070,yes,10.2,B1,NA,NA,NA,NA,Sequence,NA
10740,Kirrama,K070,yes,10.2,B1,NA,NA,NA,NA,Screen,NA
10741,Kirrama,K070,yes,10.2,B1,NA,NA,NA,NA,Screen,NA
10742,Kirrama,K070,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
10743,Kirrama,K070,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
6038,Kirrama,K070,yes,10.2,B7,NA,rubida,NA,yes,Extra,NA
10745,Kirrama,K070,yes,10.2,B1,NA,NA,NA,NA,Sequence,NA
6041,Kirrama,K070,yes,10.2,B7,NA,pseudoananassae,NA,yes,Extra,NA
8647,Kirrama,K070,yes,10.2,B7,NA,NA,NA,yes,Extra,NA
10748,Kirrama,K070,yes,20,B14,NA,NA,NA,NA,Screen,NA
10749,Kirrama,K070,yes,20,B14,NA,NA,NA,NA,Sequence,NA
8648,Kirrama,K070,yes,10.2,B7,NA,bipectinata,NA,yes,Extra,NA
10751,Kirrama,K070,yes,20,B14,NA,NA,NA,NA,Screen,NA
10752,Kirrama,K070,yes,20,B14,NA,NA,NA,NA,Sequence,NA
10753,Kirrama,K070,NA,20,B14,NA,NA,NA,NA,Screen,NA
10754,Kirrama,K730,yes,10.2,B7,NA,NA,NA,NA,Screen,NA
10755,Kirrama,K730,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
11250,Kirrama,K070,yes,10.2,B7,NA,pseudoananassae,NA,yes,Extra,NA
10757,Kirrama,K730,yes,10.2,B7,NA,NA,NA,NA,Screen,NA
10762,Kirrama,K730,NA,20,B4,NA,NA,NA,NA,Extra,NA
10763,Kirrama,K730,yes,20,B4,NA,NA,NA,NA,Screen,NA
847,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
10765,Kirrama,K730,NA,20,B4,NA,NA,NA,NA,Extra,NA
10810,Kirrama,K730,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
10811,Kirrama,K730,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
848,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
10813,Kirrama,K730,yes,10.2,B15,NA,NA,NA,NA,Sequence,NA
10814,Kirrama,K730,yes,10.2,B15,NA,NA,NA,NA,Screen,NA
10826,Kirrama,K730,yes,10.2,B9,NA,NA,NA,NA,Screen,NA
10827,Kirrama,K730,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
10828,Kirrama,K730,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
10829,Kirrama,K730,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
10830,Kirrama,K730,yes,10.2,B9,y,sulfurigaster,tissue contamination,NA,Sequence,NA
10831,Kirrama,K730,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
7901,Paluma,P880,yes,10.1,B9,NA,NA,NA,yes,Extra,NA
10833,Kirrama,K730,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
10834,Kirrama,K730,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
10835,Kirrama,K730,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
10836,Kirrama,K730,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
10837,Kirrama,K730,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
10838,Kirrama,K730,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
10839,Kirrama,K730,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
3456,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
10841,Kirrama,K730,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
10842,Paluma,P070,yes,20,B2,NA,NA,NA,NA,Screen,NA
3457,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
6062,Kirrama,K070,yes,10.2,B5,NA,pseudoananassae,NA,yes,Extra,NA
6064,Kirrama,K070,yes,10.2,B5,NA,pseudoananassae,NA,yes,Extra,NA
10846,Paluma,P070,yes,20,B2,NA,NA,NA,NA,Screen,NA
8668,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
10848,Paluma,P070,NA,20,B2,NA,NA,NA,NA,Extra,NA
10849,Paluma,P070,NA,20,B2,NA,NA,NA,NA,Extra,NA
8669,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
8670,Kirrama,K070,yes,10.2,B5,NA,rubida,NA,yes,Extra,NA
10852,Paluma,P070,yes,20,B4,y,NA,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Screen,NA
10858,Paluma,P070,NA,20,B8,NA,NA,NA,NA,Sequence,NA
10859,Paluma,P070,NA,20,B8,NA,NA,NA,NA,Sequence,NA
10860,Paluma,P070,NA,20,B8,NA,NA,NA,NA,Sequence,NA
8672,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
11275,Kirrama,K070,yes,10.2,B5,NA,pseudoananassae,NA,yes,Extra,NA
11278,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
13116,Paluma,P880,yes,10.1,B9,NA,immigrans,NA,yes,Extra,NA
13887,Kirrama,K070,yes,10.2,B5,NA,pallidifrons,NA,yes,Extra,NA
10874,Kirrama,K670,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
10875,Kirrama,K670,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
10876,Kirrama,K670,yes,10.2,B9,NA,NA,NA,NA,Screen,NA
10877,Kirrama,K670,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
10878,Kirrama,K670,yes,10.2,B9,NA,NA,NA,NA,Screen,NA
10879,Kirrama,K670,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
10880,Kirrama,K670,NA,10.2,B9,NA,NA,NA,NA,Screen,NA
10881,Kirrama,K670,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
10882,Kirrama,K670,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
10883,Kirrama,K670,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10884,Kirrama,K670,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10885,Kirrama,K670,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10886,Kirrama,K670,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10887,Kirrama,K670,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10888,Kirrama,K670,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
10889,Kirrama,K670,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10890,Kirrama,K670,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
10891,Kirrama,K670,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
10892,Kirrama,K670,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
10893,Kirrama,K670,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
10898,Kirrama,K670,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
10899,Kirrama,K670,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
10900,Kirrama,K670,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
10901,Kirrama,K670,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
10902,Kirrama,K670,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
10903,Kirrama,K670,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
10904,Kirrama,K670,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
10905,Kirrama,K670,yes,10.2,B3,NA,NA,NA,NA,Screen,NA
10906,Kirrama,K670,NA,20,B4,NA,NA,NA,NA,Extra,NA
10907,Kirrama,K670,NA,20,B4,NA,NA,NA,NA,Extra,NA
10908,Kirrama,K670,NA,20,B4,NA,NA,NA,NA,Extra,NA
10909,Kirrama,K670,NA,20,B4,NA,NA,NA,NA,Extra,NA
10910,Kirrama,K670,yes,20,B4,NA,NA,NA,NA,Sequence,NA
10911,Kirrama,K670,NA,20,B4,NA,NA,NA,NA,Extra,NA
10912,Kirrama,K670,NA,20,B4,NA,NA,NA,NA,Extra,NA
10913,Kirrama,K670,yes,20,B4,NA,NA,NA,NA,Screen,NA
10914,Kirrama,K670,yes,20,B6,NA,NA,NA,NA,Screen,NA
10915,Kirrama,K670,yes,20,B6,NA,NA,NA,NA,Screen,NA
10916,Kirrama,K670,NA,20,B6,NA,NA,NA,NA,Extra,NA
10917,Kirrama,K670,NA,20,B6,NA,NA,NA,NA,Extra,NA
10918,Kirrama,K670,yes,20,B6,NA,NA,NA,NA,Screen,NA
10919,Kirrama,K670,NA,20,B6,NA,NA,NA,NA,Extra,NA
10920,Kirrama,K670,NA,20,B6,NA,NA,NA,NA,Extra,NA
10921,Kirrama,K670,NA,20,B6,NA,NA,NA,NA,Extra,NA
10930,Kirrama,K670,NA,20,B14,NA,NA,NA,NA,Extra,NA
10931,Kirrama,K670,NA,20,B14,NA,NA,NA,NA,Extra,NA
10932,Kirrama,K670,NA,20,B14,NA,NA,NA,NA,Extra,NA
10933,Kirrama,K670,NA,20,B14,NA,NA,NA,NA,Extra,NA
10934,Kirrama,K670,yes,20,B14,NA,NA,NA,NA,Sequence,NA
10935,Kirrama,K670,NA,20,B14,NA,NA,NA,NA,Extra,NA
10936,Kirrama,K670,NA,20,B14,NA,NA,NA,NA,Extra,NA
10937,Kirrama,K670,NA,20,B14,NA,NA,NA,NA,Extra,NA
10938,Kirrama,K670,NA,20,B8,NA,NA,NA,NA,Extra,NA
10939,Kirrama,K670,NA,20,B8,NA,NA,NA,NA,Extra,NA
10940,Kirrama,K670,NA,20,B8,NA,NA,NA,NA,Extra,NA
10941,Kirrama,K670,NA,20,B8,NA,NA,NA,NA,Extra,NA
10942,Kirrama,K670,NA,20,B8,NA,NA,NA,NA,Extra,NA
10943,Kirrama,K670,yes,20,B8,NA,NA,NA,NA,Screen,NA
10944,Kirrama,K670,yes,20,B8,NA,NA,NA,NA,Sequence,NA
10945,Kirrama,K670,yes,20,B8,NA,NA,NA,NA,Screen,NA
10946,Kirrama,K390,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
10947,Kirrama,K390,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
10948,Kirrama,K390,yes,10.2,B5,NA,NA,NA,NA,Screen,NA
16490,Kirrama,K070,yes,10.2,B5,NA,rubida,NA,yes,Extra,NA
10950,Kirrama,K390,yes,10.2,B5,NA,NA,NA,NA,Screen,NA
10951,Kirrama,K390,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
10952,Kirrama,K390,yes,10.2,B5,NA,NA,NA,NA,Screen,NA
10953,Kirrama,K390,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
10954,Kirrama,K390,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10955,Kirrama,K390,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10956,Kirrama,K390,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
16492,Kirrama,K070,yes,10.2,B5,y,bunnanda,NA,yes,Extra,NA
10958,Kirrama,K390,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
10959,Kirrama,K390,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
19100,Kirrama,K070,yes,10.2,B5,NA,pseudoananassae,NA,yes,Extra,NA
19105,Kirrama,K070,yes,10.2,B5,NA,rubida,NA,yes,Extra,NA
10962,Kirrama,K390,NA,20,B10,NA,NA,NA,NA,Extra,NA
10963,Kirrama,K390,NA,20,B10,NA,NA,NA,NA,Extra,NA
10964,Kirrama,K390,NA,20,B10,NA,NA,NA,NA,Extra,NA
10965,Kirrama,K390,yes,20,B10,NA,NA,NA,NA,Screen,NA
10966,Kirrama,K390,NA,20,B10,NA,NA,NA,NA,Extra,NA
10967,Kirrama,K390,NA,20,B10,NA,NA,NA,NA,Extra,NA
10968,Kirrama,K390,NA,20,B10,NA,NA,NA,NA,Extra,NA
10969,Kirrama,K390,yes,20,B10,NA,NA,NA,NA,Sequence,NA
10970,Kirrama,K390,yes,20,B16,NA,NA,NA,NA,Screen,NA
21708,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
10972,Kirrama,K390,NA,20,B16,NA,NA,NA,NA,Extra,NA
10973,Kirrama,K390,yes,20,B16,NA,NA,NA,NA,Sequence,NA
10974,Kirrama,K390,yes,20,B16,NA,NA,NA,NA,Sequence,NA
10975,Kirrama,K390,yes,20,B16,NA,NA,NA,NA,Sequence,NA
10976,Kirrama,K390,NA,20,B16,NA,NA,NA,NA,Extra,NA
10977,Kirrama,K390,NA,20,B16,NA,NA,NA,NA,Extra,NA
10978,Kirrama,K390,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10979,Kirrama,K390,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10980,Kirrama,K390,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
21713,Kirrama,K070,yes,10.2,B5,NA,rubida,NA,yes,Extra,NA
24316,Kirrama,K070,yes,10.2,B5,NA,rubida,NA,yes,Extra,NA
10983,Kirrama,K390,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10984,Kirrama,K390,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
10985,Kirrama,K390,yes,10.2,B11,y,rubida,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Screen,yes
10986,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
10987,Kirrama,K390,yes,20,B8,NA,NA,NA,NA,Sequence,NA
10988,Kirrama,K390,yes,20,B8,NA,NA,NA,NA,Sequence,NA
10989,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
10990,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
24318,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
10992,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
10993,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
13117,Paluma,P880,yes,10.1,B9,y,birchii,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",yes,Extra,yes
10995,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
10996,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
24319,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
10998,Kirrama,K390,yes,20,B8,NA,NA,NA,NA,Screen,NA
10999,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
11000,Kirrama,K390,yes,20,B8,NA,NA,NA,NA,Sequence,NA
11001,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
846,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
11003,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11004,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11005,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11006,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11007,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
3450,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
3454,Kirrama,K070,yes,10.2,B5,NA,NA,NA,yes,Extra,NA
11010,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
11011,Kirrama,K310,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
11012,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
11013,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
11014,Kirrama,K310,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
11015,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
11016,Kirrama,K310,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
11017,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
11026,Kirrama,K310,yes,10.2,B7,y,NA,NA,NA,Screen,NA
11027,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
11028,Kirrama,K310,yes,10.2,B7,NA,NA,NA,NA,Screen,NA
11029,Kirrama,K310,yes,10.2,B7,NA,NA,NA,NA,Screen,NA
11030,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
11031,Kirrama,K310,yes,10.2,B7,NA,NA,NA,NA,Sequence,NA
11032,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
11033,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
11034,Kirrama,K310,yes,20,B12,y,NA,NA,NA,Sequence,NA
11035,Kirrama,K310,NA,20,B12,NA,NA,NA,NA,Extra,NA
11036,Kirrama,K310,yes,20,B12,NA,NA,NA,NA,Screen,NA
11037,Kirrama,K310,NA,20,B12,NA,NA,NA,NA,Extra,NA
11038,Kirrama,K310,NA,20,B12,NA,NA,NA,NA,Extra,NA
11039,Kirrama,K310,yes,20,B12,NA,NA,NA,NA,Sequence,NA
11040,Kirrama,K310,yes,20,B12,NA,NA,NA,NA,Screen,NA
11041,Kirrama,K310,NA,20,B12,NA,NA,NA,NA,Extra,NA
11042,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
11043,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
11044,Kirrama,K310,yes,20,B6,NA,NA,NA,NA,Sequence,NA
11045,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
11050,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11051,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11052,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11053,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11054,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11055,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
11056,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Screen,NA
11057,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
11058,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
11059,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11060,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11061,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11062,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11063,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Screen,NA
11064,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11065,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
11066,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Sequence,NA
11067,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
11068,Kirrama,K310,yes,20,B8,NA,NA,NA,NA,Screen,NA
11069,Kirrama,K310,yes,20,B8,NA,NA,NA,NA,Sequence,NA
11070,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
11071,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
11072,Kirrama,K310,yes,20,B8,NA,NA,NA,NA,Sequence,NA
11073,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
11074,Kirrama,K310,yes,10.2,B9,y,NA,NA,NA,Screen,NA
11075,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11076,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11077,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11078,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11079,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11080,Kirrama,K310,yes,10.2,B9,NA,NA,NA,NA,Screen,NA
11081,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11082,Kirrama,K310,yes,20,B4,NA,NA,NA,NA,Sequence,NA
11083,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
11084,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
11085,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
11086,Kirrama,K310,yes,20,B4,NA,NA,NA,NA,Screen,NA
11087,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
11088,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
11089,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
11090,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11091,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11092,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11093,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11094,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11095,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11096,Kirrama,K230,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
11097,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11098,Kirrama,K230,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
11099,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11100,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11101,Kirrama,K230,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
11102,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11103,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11104,Kirrama,K230,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
11105,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
11106,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11107,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11108,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11109,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11110,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11111,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11112,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11113,Kirrama,K230,NA,20,B4,NA,NA,NA,NA,Extra,NA
11114,Kirrama,K230,NA,20,B14,NA,NA,NA,NA,Extra,NA
11115,Kirrama,K230,NA,20,B14,NA,NA,NA,NA,Extra,NA
11116,Kirrama,K230,NA,20,B14,NA,NA,NA,NA,Extra,NA
11117,Kirrama,K230,NA,20,B14,NA,NA,NA,NA,Extra,NA
11118,Kirrama,K230,NA,20,B14,NA,NA,NA,NA,Extra,NA
11119,Kirrama,K230,NA,20,B14,NA,NA,NA,NA,Extra,NA
11120,Kirrama,K230,NA,20,B14,NA,NA,NA,NA,Extra,NA
11121,Kirrama,K230,yes,20,B14,y,NA,NA,NA,Screen,NA
11122,Kirrama,K230,yes,20,B2,NA,NA,NA,NA,Sequence,NA
11123,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
11124,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
11125,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
11126,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
11127,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
11128,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
11129,Kirrama,K230,yes,20,B2,NA,NA,NA,NA,Sequence,NA
11130,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11131,Kirrama,K230,yes,10.2,B15,NA,NA,NA,NA,Screen,NA
11132,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11133,Kirrama,K230,yes,10.2,B15,NA,NA,NA,NA,Screen,NA
11134,Kirrama,K230,yes,10.2,B15,y,NA,NA,NA,Sequence,NA
11135,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11136,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11137,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11138,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11139,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11140,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11141,Kirrama,K230,yes,10.2,B15,NA,NA,NA,NA,Sequence,NA
11142,Kirrama,K230,yes,10.2,B15,y,NA,NA,NA,Screen,NA
11143,Kirrama,K230,yes,10.2,B15,y,NA,NA,NA,Sequence,NA
11144,Kirrama,K230,yes,10.2,B15,NA,NA,NA,NA,Screen,NA
11145,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
11146,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Screen,NA
11147,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11148,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11149,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
11150,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
11151,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
