SampleID,Transect,Site,ExposureLength,TrapID,Host,Parasitoid,Diagram ShortCode,Parasitised,Group
25492,Paluma,P250,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25493,Paluma,P250,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25496,Paluma,P250,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25519,Paluma,P250,short,B9,NA,Unparasitised,NA,TRUE,Screen Only
25520,Paluma,P250,short,B9,NA,Unparasitised,NA,TRUE,Screen Only
25523,Paluma,P650,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
25525,Paluma,P650,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
25532,Paluma,P250,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
25536,Paluma,P250,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
25537,Paluma,P250,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
25547,Kirrama,K150,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25548,Kirrama,K150,short,B15,NA,Unparasitised,NA,TRUE,Screen Only
25549,Kirrama,K150,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25550,Kirrama,K150,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25551,Kirrama,K150,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25552,Kirrama,K150,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
25559,Paluma,P250,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
25560,Paluma,P250,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
25561,Paluma,P250,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
25571,Paluma,P650,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
25598,Paluma,P650,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
26034,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26035,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26036,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26037,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26038,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26039,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26040,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26041,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
26042,Kirrama,K730,long,B8,NA,Unparasitised,NA,FALSE,Core
26043,Kirrama,K730,long,B8,NA,Unparasitised,NA,TRUE,Screen Only
26046,Kirrama,K730,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
26047,Kirrama,K730,long,B8,rubida,Unparasitised,NA,FALSE,Core
26122,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26123,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26124,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26125,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26126,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26127,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26128,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26129,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
26170,Kirrama,K070,short,B13,NA,Unparasitised,NA,FALSE,Core
26171,Kirrama,K070,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
26172,Kirrama,K070,short,B13,NA,Unparasitised,NA,FALSE,Core
26173,Kirrama,K070,short,B13,rubida,Unparasitised,NA,TRUE,Core
26174,Kirrama,K070,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
26176,Kirrama,K070,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
26177,Kirrama,K070,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
26178,Kirrama,K070,short,B5,pseudoananassae,Leptolamina sp. 1,LM1,TRUE,Enriching
26179,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
26180,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
26181,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
26182,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
26183,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
26184,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
26185,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
26331,Paluma,P250,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26362,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26363,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26364,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26365,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26366,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26367,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26368,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26369,Paluma,P880,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26514,Paluma,P070,long,B16,NA,Unparasitised,NA,FALSE,Core
26515,Paluma,P070,long,B16,NA,Leptopilina sp. 1,LP1,TRUE,Core
26516,Paluma,P070,long,B16,pallidifrons,Unparasitised,NA,FALSE,Core
26517,Paluma,P070,long,B16,NA,Leptopilina sp. 1,LP1,TRUE,Screen Only
26518,Paluma,P070,long,B16,NA,Leptopilina sp. 1,LP1,TRUE,Core
26519,Paluma,P070,long,B16,NA,Chalcidoidea sp. 1,C1,TRUE,Screen Only
26520,Paluma,P070,long,B16,NA,Unparasitised,NA,FALSE,Core
26521,Paluma,P070,long,B16,NA,Unparasitised,NA,FALSE,Core
26564,Kirrama,K670,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
26567,Kirrama,K670,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
26568,Kirrama,K670,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
26588,Kirrama,K670,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
26589,Kirrama,K670,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
26593,Kirrama,K670,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
26594,Kirrama,K390,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
26597,Kirrama,K390,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
26598,Kirrama,K390,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
26599,Kirrama,K390,medium,B5,pseudoananassae,Unparasitised,NA,FALSE,Core
26601,Kirrama,K390,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
26605,Kirrama,K390,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26618,Kirrama,K390,long,B12,birchii,Leptopilina sp. 2,LP2,TRUE,Enriching
26620,Kirrama,K390,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
26623,Kirrama,K390,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
26624,Kirrama,K390,long,B12,rubida,Leptopilina sp. 2,LP2,TRUE,Core
26628,Kirrama,K390,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26630,Kirrama,K390,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26631,Kirrama,K390,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26650,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
26651,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
26653,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
26657,Kirrama,K390,medium,B13,pseudoananassae,Unparasitised,NA,FALSE,Core
26661,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26662,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26664,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26665,Kirrama,K310,medium,B11,NA,Unparasitised,NA,TRUE,Screen Only
26700,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
26701,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
26703,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
26704,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
26732,Kirrama,K310,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
26733,Kirrama,K310,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
26744,Kirrama,K230,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
26784,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
26785,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
26795,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26796,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26801,Kirrama,K230,medium,B9,NA,Unparasitised,NA,TRUE,Screen Only
26809,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
26816,Kirrama,K230,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
26827,Kirrama,K230,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
26829,Kirrama,K230,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
26831,Kirrama,K230,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
26833,Kirrama,K230,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
26845,Kirrama,K150,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
26847,Kirrama,K150,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
26848,Kirrama,K150,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
26858,Kirrama,K150,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
26861,Kirrama,K150,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
26930,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26931,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26932,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26933,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26934,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26935,Kirrama,K070,medium,B11,NA,Unparasitised,NA,TRUE,Screen Only
26936,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26937,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
26946,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26947,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26948,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26949,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26950,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26951,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26952,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26953,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
26962,Paluma,P070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
26963,Paluma,P070,short,B15,bunnanda,Unparasitised,NA,FALSE,Core
26964,Paluma,P070,short,B15,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
26965,Paluma,P070,short,B15,pandora,Leptopilina sp. 1,LP1,TRUE,Enriching
26966,Paluma,P070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
26967,Paluma,P070,short,B15,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
26968,Paluma,P070,short,B15,bipectinata,Leptopilina sp. 1,LP1,TRUE,Enriching
26969,Paluma,P070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27107,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
27110,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
27122,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
27123,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
27124,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
27126,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
27139,Paluma,P780,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
27142,Paluma,P780,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
27154,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
27155,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
27156,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
27157,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
27158,Paluma,P780,long,B14,NA,Unparasitised,NA,TRUE,Screen Only
27159,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
27160,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
27161,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
27181,Paluma,P780,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
27182,Paluma,P780,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
27183,Paluma,P780,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
27185,Paluma,P780,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
27218,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27219,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27220,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27221,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27222,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27223,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27224,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27225,Paluma,P880,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27235,Paluma,P880,long,B12,immigrans,Unparasitised,NA,TRUE,Enriching
27236,Paluma,P880,long,B12,rubida,Unparasitised,NA,FALSE,Core
27238,Paluma,P880,long,B12,rubida,Unparasitised,NA,FALSE,Core
27239,Paluma,P880,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
27242,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27243,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27244,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27245,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27246,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27247,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27248,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27249,Paluma,P880,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
27294,Paluma,P590,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
27295,Paluma,P590,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
27297,Paluma,P590,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
27308,Paluma,P590,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
27309,Paluma,P590,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
27313,Paluma,P590,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
27317,Paluma,P590,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
27319,Paluma,P590,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
27324,Paluma,P590,medium,B13,NA,Unparasitised,NA,TRUE,Screen Only
27326,Paluma,P590,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27346,Paluma,P650,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
27349,Paluma,P650,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
27353,Paluma,P650,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
27354,Paluma,P650,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27356,Paluma,P650,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27357,Paluma,P650,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27358,Paluma,P650,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27361,Paluma,P650,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
27363,Paluma,P650,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
27366,Paluma,P650,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
27367,Paluma,P650,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
27371,Paluma,P650,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
27373,Paluma,P650,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
27375,Paluma,P650,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
27376,Paluma,P650,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
27579,Paluma,P780,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27582,Paluma,P780,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27583,Paluma,P780,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27594,Paluma,P780,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27596,Paluma,P780,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27600,Paluma,P780,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27601,Paluma,P780,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27626,Paluma,P350,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27627,Paluma,P350,short,B9,rubida,Diapriidae sp. 1,D1,TRUE,Enriching
27628,Paluma,P350,short,B9,rubida,Diapriidae sp. 1,D1,TRUE,Enriching
27629,Paluma,P350,short,B9,rubida,Diapriidae sp. 1,D1,TRUE,Enriching
27630,Paluma,P350,short,B9,rubida,Diapriidae sp. 1,D1,TRUE,Enriching
27631,Paluma,P350,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27632,Paluma,P350,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27633,Paluma,P350,short,B9,rubida,Unparasitised,NA,FALSE,Core
27634,Paluma,P350,short,B15,rubida,Unparasitised,NA,FALSE,Core
27635,Paluma,P350,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27636,Paluma,P350,short,B15,rubida,Asobara sp. 1,A1,TRUE,Enriching
27638,Paluma,P350,short,B15,NA,Asobara sp. 1,A1,TRUE,Screen Only
27639,Paluma,P350,short,B15,rubida,Asobara sp. 1,A1,TRUE,Core
27640,Paluma,P350,short,B15,rubida,Unparasitised,NA,FALSE,Core
27641,Paluma,P350,short,B15,pallidifrons,Asobara sp. 1,A1,TRUE,Enriching
27651,Paluma,P350,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27653,Paluma,P350,short,B11,rubida,Unparasitised,NA,FALSE,Core
27654,Paluma,P350,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27655,Paluma,P350,short,B11,rubida,Unparasitised,NA,FALSE,Core
27656,Paluma,P350,short,B11,rubida,Leptolamina sp. 1,LM1,TRUE,Enriching
27657,Paluma,P350,short,B11,rubida,Leptolamina sp. 1,LM1,TRUE,Enriching
27659,Kirrama,K670,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
27662,Kirrama,K670,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
27664,Kirrama,K670,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27665,Kirrama,K670,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
27668,Kirrama,K670,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27669,Kirrama,K670,short,B9,NA,Unparasitised,NA,TRUE,Screen Only
27671,Kirrama,K670,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27672,Kirrama,K670,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27674,Kirrama,K670,short,B15,NA,Unparasitised,NA,TRUE,Screen Only
27677,Kirrama,K670,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27679,Kirrama,K670,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27680,Kirrama,K670,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27700,Kirrama,K670,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27704,Kirrama,K670,short,B11,NA,Unparasitised,NA,TRUE,Screen Only
27714,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27715,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27716,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27717,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27718,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27719,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27720,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27721,Kirrama,K390,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27725,Kirrama,K390,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27727,Kirrama,K390,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27729,Kirrama,K390,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27730,Kirrama,K390,short,B1,rubida,Leptopilina sp. 1,LP1,TRUE,Enriching
27731,Kirrama,K390,short,B1,NA,Unparasitised,NA,FALSE,Core
27733,Kirrama,K390,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27763,Paluma,P590,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27764,Paluma,P590,short,B9,NA,Unparasitised,NA,TRUE,Screen Only
27774,Paluma,P590,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
27794,Kirrama,K070,short,B1,rubida,Unparasitised,NA,TRUE,Core
27795,Kirrama,K070,short,B1,rubida,Unparasitised,NA,FALSE,Core
27796,Kirrama,K070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27797,Kirrama,K070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27798,Kirrama,K070,short,B1,rubida,Unparasitised,NA,FALSE,Core
27799,Kirrama,K070,short,B1,rubida,Unparasitised,NA,FALSE,Core
27800,Kirrama,K070,short,B1,pseudoananassae,Unparasitised,NA,FALSE,Core
27801,Kirrama,K070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27802,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27803,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27804,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27805,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27806,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27807,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27808,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27809,Kirrama,K070,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
27810,Kirrama,K390,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27811,Kirrama,K390,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27812,Kirrama,K390,short,B11,pallidifrons,Unparasitised,NA,FALSE,Core
27813,Kirrama,K390,short,B11,NA,Unparasitised,NA,FALSE,Core
27815,Kirrama,K390,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27816,Kirrama,K390,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27846,Paluma,P590,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
27866,Kirrama,K310,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27869,Kirrama,K310,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27871,Kirrama,K310,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27872,Kirrama,K310,short,B13,NA,Unparasitised,NA,TRUE,Screen Only
27873,Kirrama,K310,short,B13,NA,Unparasitised,NA,TRUE,Screen Only
27876,Kirrama,K310,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27879,Kirrama,K310,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27881,Kirrama,K310,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27890,Kirrama,K310,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27891,Kirrama,K310,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27893,Kirrama,K310,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
27906,Paluma,P590,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27910,Paluma,P590,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27923,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
27926,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
27929,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
27954,Kirrama,K730,short,B17,rubida,Unparasitised,NA,FALSE,Core
27955,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
27956,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
27957,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
27959,Kirrama,K730,short,B17,rubida,Unparasitised,NA,FALSE,Core
27960,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
27961,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
27962,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
27972,Kirrama,K730,short,B3,rubida,Leptolamina sp. 1,LM1,TRUE,Core
27980,Kirrama,K730,short,B11,rubida,Unparasitised,NA,FALSE,Core
27981,Kirrama,K730,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
27982,Kirrama,K730,short,B11,pallidifrons,Leptolamina sp. 1,LM1,FALSE,Core
27986,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27987,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27988,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27989,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
27991,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
28002,Paluma,P250,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
28003,Paluma,P250,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
28006,Paluma,P250,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
28029,Paluma,P250,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
28038,Paluma,P250,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
28059,Paluma,P250,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
28060,Paluma,P250,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
28063,Paluma,P250,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
28065,Paluma,P250,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
28067,Paluma,P250,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
28072,Paluma,P250,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
28098,Paluma,P250,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
